name,rating,priceLevel,numberOfReviews,address,rest_lat,rest_long,nearest_station_id,nearest_station_name,distance_to_station_km,distance_band
Franco-Belge,4.5,$$ - $$$,74,"9 Evans Place, Hawthorn East, Melbourne, Victoria 3123 Australia",-37.830054121013,145.055703588322,19853,Camberwell,0.468,250–500 m
Left Bank Melbourne,3.5,$$ - $$$,841,"1 Southbank Boulevard, Melbourne, Victoria 3006 Australia",-37.820938088848,144.962798824982,19854,Flinders Street,0.469,250–500 m
French Saloon,4.5,$$$$,92,"46 Hardware Lane First Floor, Melbourne, Victoria 3000 Australia",-37.81355535044,144.961322436557,19842,Melbourne Central,0.417,250–500 m
The Moat,4,$$ - $$$,123,"176 Little Lonsdale St, Melbourne, Victoria 3000 Australia",-37.810056492598,144.964315111267,19842,Melbourne Central,0.152,<=250 m
The League of Honest Coffee,4.5,$$ - $$$,94,"8 Exploration Lane, Melbourne, Victoria 3000 Australia",-37.809194204309,144.968465829719,19843,Parliament,0.442,250–500 m
The Louden Kitchen & Grill,4,$$ - $$$,157,"265 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.812819922256,144.964668240847,19842,Melbourne Central,0.369,250–500 m
Hot Poppy,4.5,$$ - $$$,74,"9 Errol St, Melbourne, Victoria 3051 Australia",-37.804762943557,144.949047642271,19973,North Melbourne,0.684,500–1000 m
The Essence,4,$$ - $$$,240,"Corner Exhibition & Lonsdale Streets Melbourne Marriott Hotel, Melbourne, Victoria 3000 Australia",-37.810015505091,144.969246101086,19843,Parliament,0.342,250–500 m
Bratwurst Shop & Co,4.5,$,73,"Therry St. Queen Victoria Market Shop 99-100, Melbourne, Victoria 3000 Australia",-37.806335933416,144.958210152089,19842,Melbourne Central,0.556,500–1000 m
Rocket Burger & Fries,4.5,$,131,"Cnr Flinders & Elizabeth Streets 26 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.817650287327,144.965005780088,19854,Flinders Street,0.187,<=250 m
Chiba Japanese Restaurant,4.5,$$ - $$$,185,"41 Hall St, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.766165159534,144.921791537163,20038,Moonee Ponds,0.237,<=250 m
Dock 37 Bar and Kitchen,4,$$ - $$$,177,"2 Convention Centre Pl South Wharf, Melbourne, Victoria 3006 Australia",-37.825026613579,144.951052761148,22180,Southern Cross,0.789,500–1000 m
Salona Restaurant,4.5,$$ - $$$,126,"260A Swan Street, Richmond, Melbourne, Victoria 3121 Australia",-37.825967607939,144.999001270625,19907,East Richmond,0.177,<=250 m
Shakahari too,4.5,$$ - $$$,89,"225 Clarendon St, Melbourne, Victoria 3205 Australia",-37.8312039924,144.960017960966,19854,Flinders Street,1.559,>1000 m
Aix Cafe,4.5,$,85,"24 Centre Pl, Melbourne, Victoria 3000 Australia",-37.816712100905,144.965638865235,19854,Flinders Street,0.212,<=250 m
Cochin Wine Bar & Restaurant,4.5,$$ - $$$,118,"256 Swan St, Richmond, Yarra, Victoria 3121 Australia",-37.825930979022,144.998803038615,19907,East Richmond,0.161,<=250 m
Cafe Issus,4,$$ - $$$,264,"8-10 Centre Pl, Melbourne, Victoria 3000 Australia",-37.816712100905,144.965638865235,19854,Flinders Street,0.212,<=250 m
The Tippler & Co,4.5,$$ - $$$,121,"58 Wellington Pde, Melbourne, Victoria 3002 Australia",-37.816514790904,144.988243433176,19978,West Richmond,0.329,250–500 m
Philhellene,4,$$ - $$$,187,"551-553 Mount Alexander Rd, Moonee Ponds, Moonee Valley, Victoria 3039 Australia",-37.769391982709,144.925446968957,20038,Moonee Ponds,0.688,500–1000 m
Pretty Boy Italian Steakhouse,4.5,$$ - $$$,73,"399 Little Lonsdale Street Level 1, Melbourne, Victoria 3000 Australia",-37.811922429973,144.960090464428,19842,Melbourne Central,0.311,250–500 m
Elephant and Wheelbarrow,3.5,$$ - $$$,582,"94-96 Bourke St, Melbourne, Victoria 3000 Australia",-37.811943552369,144.970267016892,19843,Parliament,0.252,250–500 m
Plain Sailing,4.5,$$ - $$$,85,"144 Ormond Rd, Elwood, Port Phillip, Victoria 3184 Australia",-37.886400207824,144.988930078684,19954,Elsternwick,1.066,>1000 m
Little Tommy Tucker Cafe,4.5,$$ - $$$,153,"432 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",-37.918530012443,145.038044007978,19939,Bentleigh,0.154,<=250 m
Lentil As Anything St Kilda,4.5,$,219,"41 Blessington St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.870436998955,144.981043965081,19956,Balaclava,1.1,>1000 m
Yassas - The Greek Way,4,$$ - $$$,399,"4-9/3 Southgate Ave Southgate Plaza, Melbourne, Victoria 3006 Australia",-37.8202285,144.9665245,19854,Flinders Street,0.217,<=250 m
Locanda Restaurant & Public Bar,4,$$ - $$$,369,"186 Exhibition St, Melbourne, Victoria 3000 Australia",-37.811289261007,144.970472038244,19843,Parliament,0.216,<=250 m
Pud Thai vs Pho,4.5,$,103,"60 Siddeley St, Melbourne, Victoria 3008 Australia",-37.822692127816,144.95251816928,22180,Southern Cross,0.538,500–1000 m
Sake Restaurant & Bar,4,$$ - $$$,181,"121 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815578825686,144.970468182569,19854,Flinders Street,0.432,250–500 m
Swaad India's Zest,4.5,$$ - $$$,81,"Shop 9 271-275 Centre Rd, Bentleigh, Glen Eira, Victoria 3204 Australia",-37.917531015313,145.032945966829,19939,Bentleigh,0.355,250–500 m
Cafe Keyif,4.5,$$ - $$$,138,"U 1 550 Flinders St Entry Through Downie Street, Melbourne, Victoria 3000 Australia",-37.820555077782,144.956025492845,22180,Southern Cross,0.499,250–500 m
Half Moon Cafe,5,$,65,"13 Victoria St Shop 13, Coburg, Moreland, Victoria 3058 Australia",-37.74328038457,144.96580641948,19965,Coburg,0.241,<=250 m
Brighton Soul,4.5,$,131,"129 Church Street, Brighton, Bayside, Victoria 3186 Australia",-37.915484992748,144.996401036622,19951,Middle Brighton,0.04,<=250 m
Bistro La Provence,4.5,$$ - $$$,146,"234 Esplanade, Brighton, Bayside, Victoria 3186 Australia",-37.909628850366,144.986618852702,19951,Middle Brighton,1.047,>1000 m
Avatar Indian Cuisine,4.5,$$ - $$$,88,"291 Whitehorse Rd Opposite Balwyn Park, Balwyn, Boroondara, Victoria 3103 Australia",-37.812367006118,145.078787014391,19893,Canterbury,1.364,>1000 m
Paper Plate Restaurant,4.5,$$ - $$$,65,"318 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",-37.819071983834,145.001930997242,19907,East Richmond,0.92,500–1000 m
Jim's Greek Tavern,4,$$ - $$$,457,"32 Johnston St, Collingwood, Yarra, Victoria 3066 Australia",-37.79895399129,144.985812010703,19975,Victoria Park,0.759,500–1000 m
Archie's All Day,4.5,$$ - $$$,162,"189 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.80598070836,144.980919326181,19843,Parliament,0.902,500–1000 m
